100000 100000
2 49335 85899
1 18752 87193
2 5219 48172
1 52878 45721
1 73172 21539
2 87649 52959
0 35871 75161
2 37706 48983
2 48868 28711
2 29302 24937
1 26751 48619
1 94368 28424
0 30328 40855
1 64325 95235
1 78021 22585
1 4178 27998
1 84643 57239
1 37411 37543
2 99973 38490
0 36193 27075
1 29102 20210
0 31997 80029
1 44950 63801
2 61507 82951
0 61566 72004
1 85674 80814
0 73193 91802
2 72406 52971
2 3206 11302
0 90133 32901
1 60845 7805
1 40988 90833
0 25881 41869
2 15933 32019
0 33290 70245
0 7100 34933
1 31893 94346
1 57177 47933
2 51366 29847
0 14403 11534
0 81675 18888
0 93822 11863
2 73884 33925
1 80084 87086
0 4902 81919
1 55986 46258
2 98875 59823
1 55882 83670
0 12143 51362
2 38605 61202
2 52737 27660
2 22875 46182
0 34121 1300
1 70448 27612
0 24588 26598
0 30365 95954
2 43474 86195
1 72363 64132
0 8378 39563
0 49045 88949
2 78729 75235
2 79894 48656
0 19422 80969
0 98390 71238
2 50501 27526
1 23647 47941
1 72812 72054
2 9300 42725
1 55033 10609
2 27382 10086
2 45079 68123
0 97366 49769
1 68345 34342
2 42441 98389
2 27166 4547
2 54929 95920
1 28535 54483
0 82839 90640
2 99322 67904
1 75767 52474
1 94549 51891
1 46662 18934
2 70334 15233
2 39418 53760
0 135 71404
1 88123 36979
2 91263 41753
0 51082 3536
2 79678 84135
0 61368 52171
1 67781 84112
0 41452 45014
0 97527 13108
1 45698 45752
1 38489 50233
1 35203 74215
1 25384 13383
0 47285 70515
0 68280 59030
2 2505 97050
0 75448 13986
2 83938 33559
0 49032 12857
2 61389 64351
1 82498 15609
2 5451 78829
0 9681 82598
0 70697 36797
2 61624 50709
0 76241 16214
2 41809 52765
2 55698 38484
0 17568 63899
1 36357 62234
1 23955 35317
2 68606 2418
1 28297 58875
2 80751 88314
2 56758 78327
1 8347 82070
2 6192 67452
1 19760 32720
1 46186 24699
1 45616 44515
1 11235 74699
0 80205 98427
0 30583 2343
0 6419 32368
0 49962 39122
0 73 5583
2 86948 937
0 79681 25491
0 60784 9481
2 5934 15003
1 54120 35741
2 19123 49779
1 39396 11865
0 40161 63479
0 34923 38967
2 7606 84657
2 21262 86624
0 47532 38522
0 85298 60509
2 24090 72173
0 21901 51550
0 84401 76483
2 74898 78706
1 16244 75334
1 43829 30198
0 64461 84034
1 30509 77376
2 7902 1358
2 35997 82167
2 89596 54285
0 80890 11158
2 52748 53395
0 5901 79903
2 32936 56597
1 70696 48867
2 19696 88633
2 29905 82072
1 81428 78382
1 33429 34723
0 12535 29680
0 2556 15209
1 7966 87327
2 60903 81475
1 70229 19752
1 34544 957
0 67139 54103
1 22230 42378
2 97673 45022
1 2531 68660
1 7457 30835
0 90544 38429
0 21129 53119
1 13624 75530
1 99984 96813
2 58112 50252
0 33036 4064
2 75905 78410
2 74008 37745
1 61919 49585
1 13801 2774
2 84498 45062
2 34646 99502
0 54546 59183
0 33185 88115
1 95236 78398
1 93107 35282
2 71518 41607
0 48259 73731
1 61170 38907
0 14579 72837
2 99113 57668
0 6531 54172
1 21879 70798
1 22708 88720
2 81959 74220
0 15639 39894
0 17761 7757
0 23872 47657
2 83299 27552
1 71347 9919
0 88588 78507
0 85034 25919
0 54662 9771
1 71049 87804
1 77952 46619
0 17006 42309
2 92892 85417
0 76144 43849
1 39699 72232
0 21133 58664
1 76802 83599
2 68499 65528
1 87625 68694
0 82514 20346
1 75893 66956
1 32679 94351
0 92140 61818
0 18973 13056
2 23537 76667
2 62569 30520
0 69339 95244
1 34421 15641
2 2364 26519
0 63249 11928
2 1181 16789
0 84051 31679
0 59061 87979
0 99182 83242
2 18250 93553
2 69824 94311
0 296 56075
0 88707 90244
2 14264 59759
0 90578 92584
1 41396 26235
2 81535 92319
0 54875 81414
2 72321 9238
2 32639 63870
0 97661 94991
0 35930 67710
1 86752 91837
0 15088 55092
1 87803 23544
0 87758 6752
0 55060 19846
2 22563 12904
2 80174 57146
1 37203 3290
1 63526 12861
1 29191 13775
1 16096 14588
0 56687 59211
1 84088 83369
1 38262 75540
1 43296 10128
2 14834 22374
2 92618 38385
0 48048 31590
2 93021 58362
0 71586 8270
2 74906 18411
1 27320 96864
1 39651 89078
1 46319 19809
1 47119 31380
0 26067 98606
2 44869 21736
1 83341 16554
0 93039 96875
1 26473 8237
2 55033 72740
1 19404 43416
0 64032 5488
0 66326 8099
1 37864 89742
1 7892 57614
2 63779 59374
1 98663 30450
0 468 85143
0 33439 14898
2 62101 11855
0 48050 51558
0 48901 25900
0 79219 65048
2 48005 68183
2 23590 83587
2 11503 57286
2 72973 77885
0 69928 4118
1 279 21841
0 86828 76620
2 40341 98207
0 68639 57789
0 43814 11837
1 89422 98560
1 84135 50889
2 68740 44316
1 19074 74292
1 22642 51223
1 65361 51593
0 63796 94706
0 53287 31991
1 37491 82350
0 48138 4269
2 57444 92058
0 72849 91964
2 11819 6454
2 22187 96064
2 11907 49480
0 73204 89682
1 14753 69227
2 72137 34072
1 45774 10345
0 38381 47535
2 24778 47378
2 94624 54940
1 79028 19080
2 26625 12198
2 43297 65422
0 88028 20160
1 34887 78506
2 87850 18157
1 13421 9963
1 49629 17602
2 42621 80445
0 14759 86975
2 51188 83857
0 97833 72874
2 71145 24721
0 46229 21511
0 53904 81506
1 20027 96310
0 85748 50055
1 46639 15313
0 41702 48422
1 65367 78805
2 70789 6010
1 33058 42547
0 91404 47767
1 61351 34095
1 56013 56650
0 15875 3884
0 10564 29495
1 29782 79667
2 75614 56102
2 38632 34822
1 64506 21022
1 96701 86393
0 76917 20893
1 35190 1865
1 46661 70247
1 80256 53457
1 71903 1484
1 54468 85899
2 13426 97417
1 82655 89923
0 26913 91597
1 10413 47031
0 22518 83829
1 85795 93856
1 76885 75012
1 54268 60689
0 64295 56012
0 68727 49107
2 97050 26816
1 58516 34442
0 20106 65015
2 31393 32831
1 36744 54285
1 41438 17820
0 28808 3075
1 40984 8200
1 98600 55726
1 33182 53426
0 56774 87563
0 28172 63272
2 2231 16103
2 32270 46047
1 76216 79659
1 91006 55352
0 2354 49982
1 60396 75452
2 15012 14039
2 39098 73368
1 17296 97145
0 49861 30045
2 21834 67015
1 2707 88158
1 77576 18675
0 48139 21800
0 58165 4865
2 93580 32141
0 20904 16385
0 2479 73729
1 10589 55176
1 96984 74034
2 38693 39442
1 87916 92952
0 79606 46860
2 12333 62376
2 90747 68758
2 78328 7672
0 32784 9225
0 35142 22308
0 36467 30314
2 95399 62674
2 65724 22505
1 43042 99590
1 947 11474
0 68395 14277
2 19949 51363
0 73289 14872
1 33538 82382
1 9723 67997
1 7436 34515
2 69408 29079
1 96540 36658
1 45670 16008
0 1405 39258
0 84255 47119
2 82098 31467
0 66634 41319
0 98130 58818
1 54437 90826
2 51502 59382
1 71546 49829
0 47957 15117
2 11672 43489
0 18157 53224
1 31700 1703
1 60692 44965
2 10741 87284
0 11486 26240
0 17282 14893
0 82938 31782
1 73243 75639
0 72891 61986
2 2144 59889
0 89278 46021
0 86090 34999
2 47885 48240
0 24958 84805
1 64822 49685
1 41929 5742
2 83840 43728
2 53658 89341
1 8976 87373
0 84234 74254
0 56303 14175
1 3992 66252
0 33948 82701
1 35246 97759
0 5779 91268
1 71885 93660
2 99078 29953
2 43801 75508
2 60364 9208
1 49563 34565
0 72710 34711
0 26279 53989
0 4316 86350
0 2791 76213
2 75171 23018
2 30142 3993
1 86138 62154
1 23632 50442
0 81491 29303
1 40124 56745
1 98913 67201
2 74940 76192
1 95130 67747
2 24723 24342
0 21512 2595
0 42141 70998
2 88418 56847
2 93467 91866
1 22046 19216
1 71 73170
2 35835 37014
0 75604 1274
2 80615 26072
0 27251 20000
2 19221 76865
2 43054 1527
1 63395 51457
0 68944 29691
1 65333 70038
0 15037 24376
2 96005 69384
0 88156 77759
0 25619 30683
2 86589 63877
1 55177 9686
0 77759 58339
0 69876 45259
1 52096 76318
1 9371 40385
2 50817 15850
0 58775 83136
2 88746 65041
0 48018 63783
2 69260 16144
1 42135 30082
2 77483 63171
0 96741 89850
0 69983 51373
1 97531 43804
2 62487 46230
2 51605 92951
0 13456 73293
1 64068 71428
1 80614 79755
0 40482 14527
0 17415 79336
1 58984 37030
2 99491 92575
0 1872 73205
1 38333 30903
1 37653 10088
1 91028 53167
0 14398 56784
0 6486 81894
1 88506 80026
0 76351 50995
1 26176 58822
1 84846 83893
1 66968 72976
1 97412 18833
2 24787 36965
2 76808 23050
1 83988 25700
2 23235 14980
1 36474 19200
0 30583 8748
1 78912 70303
2 24825 47520
1 79380 16888
0 22928 21221
1 53638 78019
2 67109 70244
0 17323 84238
0 62751 55421
1 95703 5844
0 53955 58783
0 89234 19699
0 55632 24596
0 8952 82372
1 56020 26532
0 96730 82137
2 23292 13535
2 52501 69178
1 17359 95306
1 63616 54392
0 55656 46154
0 75268 67012
1 12240 12433
2 63949 37029
0 95094 5320
0 64557 97073
0 12791 22099
0 20620 48724
1 19934 95414
0 57088 68467
1 36267 88869
1 78035 85022
1 17057 6380
2 53600 31793
1 96531 88489
0 70470 63340
2 13432 68959
2 58848 28705
1 82674 5531
2 53089 80798
0 69377 56155
0 16044 44375
2 92936 60010
2 75467 12497
1 4845 11723
0 61304 82952
0 80798 66091
0 71771 76074
2 5835 6861
0 96837 40437
2 96061 23526
2 98579 496
2 14767 23133
2 54562 72417
1 61727 78226
2 96823 44529
2 2150 22078
0 9328 44315
0 74339 6207
0 69004 907
0 75316 92872
0 74921 88501
1 4341 16027
0 50751 78414
0 40428 54587
1 10660 92073
2 7782 28249
1 98796 36515
0 2760 35501
1 4856 84779
0 54423 20122
1 96124 52962
1 1275 43631
2 70556 38667
0 16597 40002
0 89170 49011
2 74296 45878
2 84290 46959
2 52775 754
0 63594 18183
1 31557 64873
2 27592 50361
0 46579 10291
2 8735 17299
2 362 85972
0 19230 79495
2 8094 97658
2 56694 72635
2 66319 8284
2 66118 10240
0 73122 45702
2 29555 82223
0 4807 1271
0 46020 9014
0 42677 10597
2 21434 52653
2 45222 34844
1 62164 25183
0 76943 4132
2 48750 1412
2 21783 77310
1 38622 87833
2 70908 3650
1 97667 47400
0 2897 79789
1 20736 34745
1 40497 19557
2 62760 29738
1 1981 99191
1 10634 91327
1 50847 44178
0 79417 84476
0 9491 46668
2 3920 48998
0 5002 77478
1 23767 26378
2 99738 21701
2 99985 21037
1 91587 49069
2 40026 62071
1 28554 67707
1 56798 94369
2 15045 54684
2 68916 36698
2 45547 19232
0 40656 97047
0 46634 26675
2 16890 30885
0 77578 67597
0 14027 45209
0 93021 49170
0 480 96809
0 77645 23152
1 61656 97680
1 34239 22696
2 84255 44292
1 93998 96283
2 54573 97106
1 37823 96669
1 42896 19509
1 52817 47418
0 20969 68060
2 33410 22954
1 74685 89377
2 76600 47759
1 71657 56419
2 33232 40893
1 60421 98023
0 83097 78444
1 27237 81432
2 93413 90649
2 70507 42470
1 80105 9336
2 66888 10196
2 57330 75191
1 40916 33636
2 83302 51293
1 88001 20795
1 95471 78978
0 95047 81177
1 40832 79355
2 35142 89981
1 38818 7870
2 50723 51455
1 17175 49110
2 43236 86521
1 35989 72020
2 31464 79827
0 70043 80760
1 19530 12142
1 33940 2704
2 42479 99239
0 80208 69378
1 27084 5082
1 22665 25574
0 85385 11789
2 32919 37435
2 260 20867
2 56965 89136
2 7350 18984
0 97332 79923
0 50674 59843
2 25056 41441
0 57085 48875
0 86284 20498
2 12549 46341
2 84071 70754
2 68417 26871
2 70666 39289
0 31779 438
0 46641 96710
2 55796 76392
0 8870 61079
1 58545 416
2 50777 22403
0 15093 17804
1 36791 54182
0 78622 51089
0 49830 32467
0 36695 51533
1 91740 64785
1 5176 45259
1 84584 74515
1 61134 36867
2 35234 86552
0 73853 66558
1 29294 23624
0 68863 87220
0 77324 30884
1 75445 74972
1 2744 26536
1 98746 54692
0 6406 66659
1 82634 86205
1 49688 48327
0 19021 31579
0 77876 20045
0 64845 22019
0 33718 85858
2 18750 8700
0 29101 24197
2 57240 39863
0 34910 46163
0 31840 91966
0 78890 30883
2 13949 45050
1 60670 47627
2 1618 31253
1 11446 47725
2 12745 99721
1 47298 92343
1 98172 23690
0 94111 70299
1 12329 25985
1 19526 4808
1 21139 89134
0 50616 32027
1 99153 76112
1 43841 66647
0 82021 17569
1 82275 23511
1 35168 23436
2 87242 35693
2 67236 85905
2 22781 90672
1 59678 9813
2 31176 69759
0 77691 90946
1 12834 80116
0 14127 25179
0 93834 7062
2 94015 27211
1 4599 83948
0 68491 1946
2 73746 20083
1 69969 66623
2 28098 88907
1 62055 26462
2 66255 6586
1 17617 81640
1 14921 53099
1 6651 42691
1 79068 68617
2 7072 2173
2 19009 95239
0 8550 48658
2 2585 11632
0 74960 61670
1 37301 20606
2 85558 40528
2 19626 54301
1 80451 94888
0 59568 16121
2 51718 33405
1 25924 31718
1 54618 7026
0 14399 89381
1 27897 7186
2 61357 25123
2 93870 82585
2 50337 3272
2 35612 37487
0 46655 95439
2 4289 54916
1 57645 31921
0 85277 86597
2 22982 332
0 36807 16313
0 11018 45292
2 32355 83235
1 88605 9598
1 70336 66477
1 2703 77922
0 63500 24654
2 69824 19048
1 1640 98955
2 11876 75974
0 7534 53813
0 92725 26393
0 32317 59606
2 45736 94345
1 47630 32099
2 16833 27307
1 90654 42708
0 87043 55841
1 815 88117
0 95993 50853
1 81837 36943
2 77997 40853
0 28192 44785
0 36966 69140
1 82160 6912
0 65349 45819
0 24419 34923
2 10138 77511
0 86883 11100
2 8278 52470
0 645 52208
2 58694 75135
2 28912 3888
0 64091 2425
2 26993 75256
2 62104 35303
0 79394 57840
1 10825 52456
0 91282 64612
1 62948 97752
2 3479 41415
1 8852 30908
1 7634 6949
1 2912 81273
1 2216 42302
2 95965 1889
2 29950 30783
0 77236 19659
2 40242 73325
1 89374 49890
1 6867 86517
1 23740 66513
2 88022 34239
2 56084 5337
1 99908 42377
2 29810 36094
1 13730 25522
0 88102 21651
0 88227 10108
0 8049 78654
2 2166 24621
2 23088 69870
0 30215 90492
2 15604 23658
2 51376 63169
1 84173 38239
2 99236 43077
2 76733 53668
1 8488 21419
1 73319 27596
1 26295 81753
0 6861 18730
1 6393 35284
1 77794 68590
1 98863 92144
2 66491 32790
2 32119 85160
1 39127 17842
0 90550 37669
0 31082 24296
1 45034 34958
2 31980 39858
1 11752 44993
2 51550 21834
1 24485 99084
2 97505 44637
1 88165 74638
2 1259 45969
1 48879 69827
2 1308 41646
1 98579 42403
1 3716 30250
1 86983 20349
0 20306 87273
0 49893 86686
1 75432 17268
1 33936 72707
0 77628 39509
1 95584 86973
0 16336 8950
2 13948 49791
1 2631 73777
2 53729 93600
0 55806 44382
0 42330 26676
1 31126 57088
0 45365 34887
0 52148 40533
1 42161 10166
0 79615 89807
2 97941 45135
1 35909 85239
0 29144 15766
2 50221 3494
1 21071 54742
0 45211 25031
1 10939 50428
0 2158 20238
0 18593 25837
0 79346 4307
0 58904 20611
2 94580 46771
0 71815 95891
1 4881 98212
2 97831 36993
0 64296 44618
2 88218 80964
1 50130 48123
1 60980 73408
2 30536 61627
1 8889 86840
2 41394 11179
1 14165 72187
2 51247 84892
1 5330 27562
2 17118 67667
2 11574 80761
2 43831 43386
1 57471 64168
1 10949 64832
2 76534 86409
2 26682 9624
1 11933 82081
0 80885 79094
2 30464 40922
2 6100 13142
2 96446 80766
0 72644 34405
0 5775 11563
1 90141 78549
2 1674 35734
1 83364 38001
1 28218 67037
1 90635 97844
0 24312 62766
1 15610 88331
0 22148 84832
2 66805 78690
0 49390 82080
0 14713 13900
1 4084 22703
2 33339 14800
2 97833 34784
2 7855 28539
1 68710 12807
2 80503 4456
0 88093 30016
0 88735 99
2 87961 4608
0 8180 45048
1 16923 74593
0 61983 87585
0 75342 5544
0 49365 84120
1 55823 5767
2 66182 52690
1 58963 89318
2 35262 61262
0 37061 46766
0 34498 1093
1 55242 57988
2 51709 95068
2 61254 26814
2 29079 26366
1 75369 51169
2 86833 28942
2 47500 96573
0 83745 45698
0 36088 58547
2 60923 72955
0 53385 22767
0 89601 71508
1 87555 4864
2 14561 30165
1 98337 95954
2 66470 21349
2 40541 84933
0 712 67045
1 61097 13088
0 59872 83622
0 13286 69842
1 19931 43671
2 65482 34734
1 42216 95924
1 54955 51724
0 93182 38761
1 31000 46661
1 88432 21862
2 5247 87125
1 55424 79058
1 46802 32029
0 31510 16539
1 92715 80477
2 97186 32378
1 91432 39577
0 4706 48206
1 97144 61067
2 68276 33474
0 68804 35312
1 14685 67010
1 89715 54316
0 74383 51071
1 65501 90233
0 29480 66148
2 69138 68863
0 26123 45488
1 26583 18207
2 74809 99585
1 13531 53673
0 24347 32839
0 4054 31641
0 87285 99884
1 11181 80459
0 32769 56724
1 8371 4340
1 64132 20854
1 70738 20689
1 26410 33531
0 24804 99346
1 38368 48020
1 70719 79304
2 22225 83720
1 62712 15891
0 89317 16504
0 73498 5748
1 85153 33366
0 66980 81918
1 20872 16165
2 24905 1785
1 72809 59565
2 99222 37889
0 44648 82318
2 37219 92186
0 41002 21298
2 90649 28067
2 41178 50596
2 30570 47895
1 61771 55684
2 4968 61806
2 38206 95638
2 33565 95218
2 12148 69732
0 11849 46054
0 58641 63295
0 67080 1378
2 28033 47064
2 95126 65560
2 73363 28626
1 56795 93726
1 33048 23744
0 99502 11276
1 253 92701
0 38283 46868
1 45454 82420
0 56498 72551
0 19873 90585
1 36002 89454
2 223 72198
0 25231 21415
1 64280 60500
1 60003 45349
2 35684 95617
0 96942 4574
0 77473 10676
1 22567 63459
1 46774 30758
1 41586 11470
0 89097 61506
2 97207 52492
2 11183 18412
1 25603 13160
1 39128 39776
1 71283 72192
2 93509 73952
1 30349 44760
1 70356 41935
1 95669 32527
0 35533 46328
2 70173 45917
0 39801 88835
1 41772 94523
1 24165 96097
1 22023 86468
2 50243 59712
0 99678 93658
1 99649 32284
0 83889 2475
1 27494 57627
1 28936 93029
2 6907 17538
1 66814 78982
2 29513 86614
0 48840 53171
2 10316 43777
2 37591 43921
1 48485 20646
0 36933 87724
0 47347 14574
1 39591 27190
1 84836 44839
1 65739 31992
0 90492 18298
0 69716 78162
2 82130 8000
2 18849 21493
2 81812 70571
1 3365 79285
1 22574 34164
1 28757 91275
1 63455 9068
1 35555 33038
0 21235 60613
1 74879 90769
0 34653 40827
0 34848 54592
0 10432 57626
1 28822 82631
2 52863 80884
1 28504 18464
1 79724 68686
0 25633 93148
1 32937 15951
2 14535 88297
0 90764 43641
2 64893 56899
0 73538 59696
0 19359 59770
0 13418 15389
2 14247 40322
1 43370 83648
0 92575 81393
0 95939 46184
2 71373 27974
0 75079 52187
0 85624 43182
1 13159 46416
2 38560 79992
0 49364 97737
0 9063 55395
1 93171 76415
1 98379 20213
0 59432 63649
0 74743 38104
0 31456 78194
1 64402 23107
1 28696 22475
1 76538 43875
0 71713 26554
2 54792 70995
0 82607 79146
0 62434 3667
2 43716 58145
2 30400 63420
0 14576 51294
1 44420 48192
2 29946 32893
0 12363 69153
2 31856 33387
2 79890 32009
2 14189 91811
0 75646 96539
0 60170 24723
1 69437 84905
0 83157 47682
2 48880 37606
0 8617 9000
2 47046 86540
2 91903 48372
2 40619 2116
1 46947 39303
0 63034 98789
1 66226 63155
0 26767 43473
2 24458 9120
1 14622 58984
0 69727 4667
0 86952 90849
0 45682 46390
1 74145 12512
2 7249 85469
1 2718 77766
0 98239 44401
2 78836 50887
0 16716 41073
0 68121 60366
0 59251 91507
1 72316 13454
1 45071 5077
0 95138 45194
1 56459 24604
1 36095 27342
2 89046 37666
0 38222 77701
2 32105 31734
1 87977 91983
0 27301 31494
0 41635 24979
0 59498 17668
1 49335 11933
1 66186 92772
2 22352 93453
0 86268 73931
2 53080 52119
1 15346 86200
0 91203 12482
2 96537 16747
1 24463 89059
1 77860 51224
1 94439 18522
1 96286 92434
2 24734 27441
0 6605 30138
0 90321 21093
1 37621 28607
1 24644 72429
0 72272 4257
1 82856 31973
2 54423 51153
2 7634 82964
0 14485 78090
0 63825 54238
2 53904 60142
0 40905 66237
1 91637 64802
2 67451 75909
1 94791 66524
0 84407 43191
0 64515 53008
2 96879 47582
1 96071 71685
0 9968 75211
1 85090 4555
1 27278 85099
0 88154 60769
2 15728 7027
2 94608 51099
0 69936 85920
1 33205 42808
1 91006 8106
1 47878 22841
2 7464 80680
1 49792 78722
1 71129 58924
2 18998 44111
2 21124 75002
2 26070 64554
0 89825 99840
0 6622 59585
1 19125 68899
0 86999 11753
1 28868 94377
0 14200 10175
2 97254 56896
1 30577 75272
1 40930 28158
2 27252 46382
2 38596 70919
2 13770 8261
1 35566 66805
1 13475 86005
2 55972 51582
2 86174 91604
0 52617 42866
2 6085 17225
1 58733 58365
0 62198 37673
0 49654 50276
1 93116 89544
0 2160 62840
1 69527 91960
0 39152 17011
0 80201 30379
2 92972 96311
2 7054 24994
1 63071 51317
0 67812 91865
2 55200 72601
0 73829 57603
2 75937 33921
1 68173 92597
1 1790 89445
2 56676 83550
0 17459 98729
1 72840 85560
2 41722 98766
2 81180 80505
1 79562 73150
0 77201 86852
1 66780 41476
0 6771 40668
1 60497 45746
0 29373 38379
2 88216 37646
2 25334 89366
1 57812 27755
1 77117 62666
1 25990 378
2 3786 7798
0 87427 90796
2 55797 86879
0 30025 5727
0 7290 55454
0 37035 90878
1 39761 8151
1 88444 80047
1 52072 82184
1 83951 1636
0 25693 90820
0 89351 20893
0 90597 72978
1 84508 24991
2 14220 24825
0 64701 95579
2 13662 24798
2 85078 41987
2 95025 11170
0 14881 21033
2 76494 35650
0 7843 7199
2 74342 85244
2 30943 80807
0 34706 46732
1 68252 48760
2 65777 71861
2 19339 35778
2 69336 59457
1 37285 41688
2 67527 53787
0 70028 87306
0 96975 58830
0 83111 38629
2 23745 4943
2 23380 84853
1 91283 23118
0 66585 98638
1 22211 58293
0 74437 88312
1 25091 269
0 9735 209
0 11211 71392
1 80797 1837
0 52725 48505
2 48810 79019
0 53567 9069
2 52622 51783
1 53105 8972
1 19781 94211
0 22179 92987
2 7129 25445
2 57482 57890
1 44521 73266
0 32038 4480
0 67711 97388
2 42451 28014
0 89106 38133
2 72287 89598
2 29756 36953
1 15348 55741
1 83896 97781
0 1466 97943
0 41823 54677
2 89821 30021
2 46757 19045
1 71738 5862
0 43648 59365
1 90850 62835
0 63628 53787
0 57520 75727
2 34490 23180
0 71420 4525
0 21737 80699
2 54353 23384
1 22786 16670
1 75957 79185
0 64754 47073
1 37982 99552
1 4465 42698
2 20932 33583
2 74568 42479
2 49552 1502
2 1132 22669
1 73005 70863
0 43135 84400
1 9416 80945
1 54245 26025
0 48329 58372
1 59027 49520
1 30998 7348
0 5216 56575
1 80427 49046
1 97142 6458
1 33591 15364
1 10048 56230
2 73072 430
0 87261 22822
2 82903 82439
0 34106 47527
1 39940 72151
2 71283 78294
2 25076 92538
1 68899 67785
2 90238 46028
0 32426 86388
1 13080 70783
0 77180 72928
2 37464 74312
1 80543 23620
2 7260 78374
1 57211 31220
1 66973 98937
1 25510 29909
2 92295 99491
2 70009 82184
1 81603 13871
1 69433 39519
0 78881 84788
2 1295 13363
2 96751 53187
2 15161 48136
1 31794 54740
1 97241 54029
0 3527 1379
2 95269 57918
0 87087 64700
2 29582 4120
1 45691 81558
1 58708 19790
1 13266 54112
0 8815 27291
1 6167 27282
1 36333 68874
2 5844 50146
2 47218 70201
0 4205 73543
0 38041 68074
1 95954 26168
2 38097 15229
2 12883 3786
2 65552 12878
1 36624 2337
1 55722 64671
0 48115 11047
1 80472 72195
0 2597 38688
1 82987 8986
0 99556 42226
1 38496 47433
2 13301 62459
1 87322 13638
1 77820 81578
2 9063 9962
1 62332 98832
0 38710 18126
1 96222 51370
2 29771 99453
2 5034 5316
2 8019 79305
0 80512 47003
2 84225 75178
2 42557 28175
1 31261 31182
1 32326 97674
0 31795 73816
1 38927 43950
2 53767 72366
1 73143 65284
2 67687 42889
1 24858 2068
